"Collection Name","Title#1","Title#1$1","Title#1$4","Title#1$5","Title#1$2","Title#1$3","Title#1$6","Uniform Title#1","Other Title#1","Other Title#1$4","Other Title#1$5","Other Title#1$2","Other Title#1$3","Other Title#1$1","Other Title#1$8","Other Title#1$6","Other Title#1$7","Series Title#1","Composer#1","Composer#1$1","Composer#1$2","Lyricist#1","Arranger#1","Arranger#1$2","Arranger#1$1","Contributor#1","Contributor#1$1","Contributor#1$2","Contributor#1$5","Contributor#1$6","Contributor#1$3","Contributor#1$4","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Edition#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1$1","Form#1$2","Form#1","Form Authority#1","Form Authority#1$1","Form Authority#1$2","Internet Media Type#1","Extent#1","Extent#1$6","Extent#1$4","Extent#1$5","Extent#1$2","Extent#1$3","Extent#1$1","Digital Origin#1","Note#1","Subject Topic#1","Subject Topic#1$3","Subject Topic#1$2","Subject Topic#1$1","Subject Geographic#1","Subject Name#1","Plate Number#1","Plate Number#1$1","Plate Number#1$2","Plate Number#1$5","Plate Number#1$6","Plate Number#1$3","Plate Number#1$4","Plate Number#1$9","Plate Number#1$7","Plate Number#1$8","Plate Number#1$10","Plate Number#1$11","Plate Number#1$12","Publisher Number#1","Identifier#1$5","Identifier#1$6","Identifier#1$7","Identifier#1$8","Identifier#1$9","Identifier#1$1","Identifier#1$2","Identifier#1$3","Identifier#1$4","Identifier#1","Identifier URI#1","Bib Number#1","Shelf Identifier#1","Physical Location#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Ricardo Viñes Piano Music","Trois pièces pour le piano","","","","","","","Pièces, piano","","","","Fantasque","Mystique","Câline","","","","","Crocé-Spinelli, B.","","","","","","","","","","","","","","notated music","Paris","","","A. Durand","","","[between 1900 and 1999]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","3 volumes of music","","","","","","","reformatted digital","Contents: Mystique -- Câline -- Fantasque.","Piano music","","","","","","","D.&F. 6219 A. Durand","D.&F. 6220 A. Durand","","","D.&F. 6221 A. Durand","","","","","","","","","","","","","","musc_vines_U183002061662.pdf","musc_vines_U183002061727.pdf","musc_vines_U183002061785.pdf","","","Catalog record: http://libraries.colorado.edu/record=b3317272~S3","b33172729","M25.C76 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3393","4623","musc_vines_U183002061785.pdf|musc_vines_U183002061662.pdf|musc_vines_U183002061727.pdf",""
"Ricardo Viñes Piano Music","Trois pièces pour le piano","","","","","","","Pieces, piano (1914)","","","","","","","","","","","Grovlez, Gabriel, 1879-1944","","","","","","","","","","","","","","notated music","Paris","","","Durand","","","©1914","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","15 pages of music","","","","","","","reformatted digital","Cover title.","Piano music","","","","","","D.&F. 9047--D.&F.9049 Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002062870.pdf","Catalog record: http://libraries.colorado.edu/record=b2222222~S3","b22222224","M25.G77 P5 1914","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2889","4623","musc_vines_U183002062870.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2889~147977"
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","Pièces, piano","","","","3 pièces pour piano","","Pièces pour piano","","","","","Delacroix, Auguste","","","","","","","","","","","","","","notated music","Paris","","","E. Gallet","","","[1913?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 volumes of music","","","","","","","reformatted digital","Library has volumes 1 and 2. Contents: [Volume 1.] D'un tendre cœur (Andante cantabile) -- [Volume 2.] Scherzo -- [Volume 3] Air de ballet.","Piano music","","","","","","E.G.7528--E.G.7530 E.Gallet","","","","","","","","","","","","","","","","","","","musc_vines_U183002062147.pdf","musc_vines_U183002062202.pdf","","","","Catalog record: http://libraries.colorado.edu/record=b2699304~S3","b26993041","M25.D4405 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3340","4623","musc_vines_U183002062202.pdf|musc_vines_U183002062147.pdf",""
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","","","","","3 pièces pour piano","","Pièces pour piano","","","","","Cortese, Luigi, 1899-1976","","","","","","","","","","","","","","notated music","Paris","","","M. Senart","","","[1924?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","E.M.S.6789 M. Senart","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002061688.pdf","Catalog record: http://libraries.colorado.edu/record=b2689886~S3","b2689886x","M25.C667 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3265","4623","musc_vines_U183002061688.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3265~149407"
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","Pièces, piano","","","","3 pièces pour piano","","Pièces pour piano","","","","","Brayer, Jules de","","","","","","","","","","","","","","notated music","Paris","","","S. Siné","","","[between 1900 and 1999?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","11 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","1 S. Siné","","","","","","","","","","","","","","","","","","","","","","","musc_vines_brayerTroisPieces.pdf","Catalog record: http://libraries.colorado.edu/record=b2686300~S3","b26863005","M25.B725 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3220","4623","musc_vines_brayerTroisPieces.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3220~148768"
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","Piano works","","","","","","","","","","","Grovlez, Gabriel, 1879-1944","","","","","","","","","","","","","","notated music","Paris","","","Rouhier","","","[between 1910 and 1919?]","","English","eng","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 volumes","","","","","","","reformatted digital","Library has volumes 2 and 3. Contents: Volume 1. Burlesque -- Volume 2. Nocturne -- Volume 3. Paysage.","Piano music","","","","","","","","","","","","","","","","","","","L.R. 91-92","","","","","","musc_vines_U183002062812.pdf","musc_vines_U183002062757.pdf","","","","Catalog record: http://libraries.colorado.edu/record=b2640902~S3","b26409021","M25.G77 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3060","4623","musc_vines_U183002062812.pdf|musc_vines_U183002062757.pdf",""
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","","","","","3 pièces pour piano","","Pièces pour piano","","","","","Bertelin, Albert, 1872-1951","","","","","","","","","","","","","","notated music","Paris","","","E. Demets","","","©1911","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 volumes of music","","","","","","","reformatted digital","Contents: [Volume 1.] Ballade ut # mineur -- [Volume 2.] Barcarolle la ♭ majeur -- [Volume 3.] Nocturne fa # mineur.","Piano music","","","","","","","E.1558 D. E. Demets (volume 1)","E.1561 D. E. Demets (volume 2)","","","E.1553 D. E. Demets (volume 3)","","","","","","","","","","","","","","musc_vines_bertelinPiano_v1.pdf","musc_vines_bertelinPiano_v2.pdf","musc_vines_bertelinPiano_v3.pdf","","","Catalog record: http://libraries.colorado.edu/record=b2688498~S3","b26884987","M25.B478 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3241","4623","musc_vines_bertelinPiano_v3.pdf|musc_vines_bertelinPiano_v2.pdf|musc_vines_bertelinPiano_v1.pdf",""
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","Pièces, piano","","","","3 pièces pour piano","","Pièces pour piano","","","","","Parent, Armand, 1863-1934","","","","","","","","","","","","","","notated music","Paris","","","B. Roudanez","","","©1914","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","17 pages of music","","","","","","","reformatted digital","","Piano music","","","","","","B.R.68 B. Roudanez","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183002068046.pdf","Catalog record: http://libraries.colorado.edu/record=b2678153~S3","b26781530","M25.P359 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3155","4623","musc_vines_U183002068046.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3155~147757"
"Ricardo Viñes Piano Music","Trois pièces pour piano","","","","","","","Pièces, piano","","","","Pièces pour piano","","3 pièces pour piano","","","","","Maingueneau, Louis, 1884-1950","","","","","","","","","","","","","","notated music","Paris","","","Heugel","","","©1927","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","3 volumes of music","","","","","","","reformatted digital","Contents: Volume 1. Prélude -- Volume 2. Berceuse -- Volume 3. Spleen.","Piano music","","","","","","H.29,657--H.29,659 Heugel","","","","","","","","","","","","","","","","","","","musc_vines_U183002065551.pdf","musc_vines_U183002065616.pdf","musc_vines_U183002065674.pdf","","","Catalog record: http://libraries.colorado.edu/record=b2679357~S3","b2679357x","M25.M23 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3162","4623","musc_vines_U183002065674.pdf|musc_vines_U183002065551.pdf|musc_vines_U183002065616.pdf",""
"Ricardo Viñes Piano Music","Trois pièces symphoniques: pour piano","","","","","","","Pièces symphoniques, piano","","","","3 pièces symphoniques","","Pièces symphoniques","","","","","Dupuis, Albert, 1877-1967","","","","","","","","","","","","","","notated music","Paris","","","Édition Mutuelle","","","©1910","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","21 pages of music","","","","","","","reformatted digital","Titles of each piece from a poem by Honoré Lejeune.","Suites (Piano)","","","","","","E.3132 M. Édition Mutuelle","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001060061.pdf","Catalog record: http://libraries.colorado.edu/record=b2699278~S3","b26992784","M25.D88 P5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3327","4623","musc_vines_U183001060061.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3327~148664"
"Ricardo Viñes Piano Music","Trois preludes, pour piano","","","","","","","Preludes, piano","","","","","","","","","","","Wurmser, Lucien","","","","","","","","","","","","","","notated music","Paris","","","Éditions Maurice Senart","","","©1913","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","4 pages of music","","","","","","","reformatted digital","Cover title.","","","Piano music","Canons, fugues, etc. (Piano)","","","E.M.S.4238.M.C. Éditions Maurice Senart","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001774741.pdf","Catalog record: http://libraries.colorado.edu/record=b2391574~S3","b23915742","M25.W87 P7 1913","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2977","4623","musc_vines_U183001774741.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2977~188659"
"Ricardo Viñes Piano Music","Trois préludes","","","","","","","Preludes, piano, op. 3","","","","","","","","","","","Schmitt, Florent, 1870-1958","","","","","","","","","","","","","","notated music","Paris","","","E. Baudoux et Cie","","","[between 1900 and 1999]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","9 pages of music","","","","","","","reformatted digital","For piano.","Piano music","","","","","","E.B. et Cie 329 E. Baudoux & Cie","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001770828.pdf","Catalog record: http://libraries.colorado.edu/record=b2661568~S3","b2661568x","M25 .S245 op.3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3074","4623","musc_vines_U183001770828.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3074~188787"
"Ricardo Viñes Piano Music","Trois préludes et fugues pour orgue, op. 109","","","","","","","Préludes et fugues, organ, op. 109; arranged","","","","","","","","","","","Saint-Saëns, Camille, 1835-1921","","","","Choisnel, Gaston","","","","","","","","","","notated music","Paris","","","A. Durand","","","[1905]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","2 scores (31 pages each)","","","","","","","reformatted digital","""Transcription á 2 pianos par Gaston Choisnel."" Caption title. Publication date inferred from plate number. Cf. Dictionnaire des éditeurs de musique français / A. Devriès, F. Lesure.","","","Canons, fugues, etc. (Pianos (2)), Arranged--Scores","Piano music (Pianos (2)), Arranged--Scores","","","D. & F. 6623 A. Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001138369.pdf","Catalog record: http://libraries.colorado.edu/record=b2006921~S3","b20069212","M215 .S3 op.109","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2784","4623","musc_vines_U183001138369.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2784~149428"
"Ricardo Viñes Piano Music","Trois rapsodies pour 2 pianos, 4 mains, op. 53","","","","","","","Rhapsodies, pianos (2), op. 53","","","","","","","","","","","Schmitt, Florent, 1870-1958","","","","","","","","","","","","","","notated music","Paris","","","Durand","","","©1909","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","2 scores (50 pages each)","","","","","","","reformatted digital","","Piano music (Pianos (2))--Scores","","","","","","D. & F. 7424 Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001141401.pdf","Catalog record: http://libraries.colorado.edu/record=b2550688~S3","b25506882","M214 .S36 op.53","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3042","4623","musc_vines_U183001141401.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3042~148586"
"Ricardo Viñes Piano Music","Trois sonates pour piano","","","","","","","Sonatas, piano","","","","3 sonates pour piano","","Sonates pour piano","","","","","Artance, Félix","","","","","","","","","","","","","","notated music","Clermont-Ferrand [France]","","","F. Artance","","","[between 1910 and 1919?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","82 pages of music","","","","","","","reformatted digital","Cover title.","Sonatas (Piano)","","","","","","1--7 F. Artance","","","","","","","","","","","","","","","","","","","","","","","musc_vines_ArtanceTriosSonates.pdf","Catalog record: http://libraries.colorado.edu/record=b2692269~S3","b26922691","M23.A778 S6","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3305","4623","musc_vines_ArtanceTriosSonates.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3305~148834"
"Ricardo Viñes Piano Music","Trois tableaux des pays-bas = Drei tafereelen uit de lage landen","","","","","","","Tableaux des pays-bas","","","","Drei tafereelen uit de lage landen","","Tafereelen uit de lage landen","","","","","Voormolen, Alexander, 1895-1980","","","","","","","","","","","","","","notated music","Paris","","","","Rouart, Lerolle & Cie.","Vente exclusive, Éditions Salabert","©1921-©1926","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","2 volumes of music","","","","","","","reformatted digital","For piano. Library has volume 1.","","","Suites (Piano)","Piano music","","","","R.L.11202 & Cie Rouart, Lerolle (volume 1)","R.L.11586 & Cie Rouart, Lerolle (volume 2)","","","","","","","","","","","","","","","","","","","","","musc_vines_voormolerPaysBas.pdf","Catalog record: http://libraries.colorado.edu/record=b2278806~S3","b22788062","M24.V8 T3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2944","4623","musc_vines_voormolerPaysBas.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2944~147677"
"Ricardo Viñes Piano Music","Trois valses romantiques: pour deux pianos","","","","","","","Valses romantiques, 2 pianos; arranged","Valses romantiques","","","","","","","","","","Chabrier, Emmanuel, 1841-1894","","","","","","","Samazeuilh, Gustave, 1877-1967","","","","","","","notated music","Paris","","","Enoch","","","©1921","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","27 pages of music","","","","","","","reformatted digital","""Transcription de concert pour piano seul par Gustave Samazeuilh."" Transcription for solo piano. Caption title.","","","Piano music , Arranged","Waltzes","","","E. & C.7883","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001444663.pdf","Catalog record: http://libraries.colorado.edu/record=b2523673~S3","b25236738","M38.C41 V3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3030","4623","musc_vines_U183001444663.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3030~148223"
"Ricardo Viñes Piano Music","Troisème suite pour piano, op. 80","","","","","","","Suites, piano, op. 80","","","","","","","","","","","Lacombe, Paul, 1837-1927","","","","","","","","","","","","","","notated music","Paris","","","A. Leduc","","","©1896","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","27 pages of music","","","","","","","reformatted digital","","Suites (Piano)","","","","","","A.L. 9696 A. Leduc","","","","","","","","","","","","","","","","","","","","","","","musc_vines_lacombeSuite.pdf","Catalog record: http://libraries.colorado.edu/record=b3471823~S3","b34718230","M24 .L23 op. 80","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3494","4623","musc_vines_lacombeSuite.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3494~148428"
"Ricardo Viñes Piano Music","Uit mijn dagboek: voor piano","","","","","","","","","","","","","","","","","Pianowerken","Franco Mendes, Hans, 1890-1951","","","","","","","","","","","","","","notated music","Amsterdam","","","G. Alsbach","","","[between 1900 and 1999?]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","5 volumes of music","","","","","","","reformatted digital","Library has volumes 3-5. Contents: Bd. 1: A la valse; Preludietto; Quasi serioso; Alla marcia; Pauks; Etude -- Bd. 2: Händel; For the left hand; Guillaume; Menuet; Silhouet; Moment musical -- Bd. 3: Preludium; Valse lente; Air; Kringiade; Nocturne; Aufschwung -- Bd. 4: Piccola sonata; Danza; Fantasia; Venezia: Notte sul Canal Grande; Lungo il ponte; Piazza di S. Marco -- Bd. 5: Suite: Presto; Allegretto; Allegro ma non troppo; 3 intermezzi.","Piano music","","","","","","","G.A.& Co.3473","G.A.& Co.3474 G. Alsbach","G.A.& Co.3544 G. Alsbach","","G.A.& Co.3644 G. Alsbach","G.A.& Co.3532 G. Alsbach","","","","","","","","","","","","","","","","","musc_vines_U183002066549.pdf,musc_vines_U183002066230.pdf,musc_vines_U183002066298.pdf","Catalog record: http://libraries.colorado.edu/record=b2691080~S3","b26910809","M25.M44 U3","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3276","4623","musc_vines_U183002066549.pdf|musc_vines_U183002066298.pdf|musc_vines_U183002066230.pdf",""
"Ricardo Viñes Piano Music","Un dimanche d'été: suite en mi♭","","","","","","","","","","","","","","","","","","Morac, Charles","","","","","","","","","","","","","","notated music","Paris","","","Edition Mutuelle","","","©1912","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","19 pages of music","","","","","","","reformatted digital","For piano.","Suites (Piano)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_moracUnDimanchedEte.pdf","Catalog record: http://libraries.colorado.edu/record=b3472115~S3","b34721150","M24.M8 D5","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3506","4623","musc_vines_moracUnDimanchedEte.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3506~151239"
"Ricardo Viñes Piano Music","Un momento azul: vals lento para piano","","","","","","","","","","","","","","","","","","Massa, Juan Bautista, 1885-1938","","","","","","","","","","","","","","notated music","Buenos Aires","","","Musical-Ortelli Hnos.","","","[between 1900 and 1999?]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","","","","Waltzes","Piano music","","","","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001443023.pdf","Catalog record: http://libraries.colorado.edu/record=b3472045~S3","b34720455","M32.M37 M6","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3501","4623","musc_vines_U183001443023.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3501~188427"
"Ricardo Viñes Piano Music","Une pensée: polka-mazurka pour piano","","","","","","","","","","","","","","","","","","Odeyer, Ernest","","","","","","","","","","","","","","notated music","Paris","","","Benoit","","","[1864?]","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","3 pages of music","","","","","","","reformatted digital","","","","Mazurkas","Piano music","","","2129 Benoit","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001443251.pdf","Catalog record: http://libraries.colorado.edu/record=b3472129~S3","b34721290","M32.O33 P4","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3513","4623","musc_vines_U183001443251.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3513~188423"
"Ricardo Viñes Piano Music","Une valse","","","","","","","Feuillets d'album. Valse","","","","","","","","","","","Sauguet, Henri, 1901-1989","","","","","","","","","","","","","","notated music","Paris","","","Jean Jobert","","","©1928","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","For piano. Caption title. ""À Ricardo Viñes""--Caption.","","","Waltzes","Piano music","","","J.J. 349 Jean Jobert","","","","","","","","","","","","","","","","","","","","","","","musc_vines_sauguetHenri.pdf","Catalog record: http://libraries.colorado.edu/record=b3268624~S3","b32686249","M32.S38 F4 1928","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3370","4623","musc_vines_sauguetHenri.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3370~148334"
"Ricardo Viñes Piano Music","Valse caprice (Fa majeur)","","","","","","","","","","","","","","","","","","Février, Henry, 1875-1957","","","","","","","","","","","","","","notated music","Paris","","","H. Gregh","","","©1905","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","Caption title.","Piano music","","","","","","H.G.1284 H. Gregh","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001473442.pdf","Catalog record: http://libraries.colorado.edu/record=b6851729~S3","b68517294","M32.F49 V3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3598","4623","musc_vines_U183001473442.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3598~188445"
"Ricardo Viñes Piano Music","Valse caprice: pour le piano, op. 10","","","","","","","Valse caprice, piano, op. 10","","","","","","","","","","","Aubert, Louis, 1877-1968","","","","","","","","","","","","","","notated music","Paris","","","Durand","","","[1965 printing]","","No linguistic content","zxx","iso639-2b","text","","","printed materials (object genre)","AAT","","","application/pdf","7 pages of music","","","","","","","reformatted digital","For piano. ""A Lucien Wurmser.""","","","Waltzes","Piano music","","","D. & F. 6125 Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183004471716.pdf","Catalog record: http://libraries.colorado.edu/record=b2441315~S3","b2441315x","M32 .A83 op.10","Special Collections, Archives & Preservation, University of Colorado Boulder","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","2984","4623","musc_vines_U183004471716.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~2984~188547"
"Ricardo Viñes Piano Music","Valse de concert: pour piano","","","","","","","Valse de concert, piano","","","","","","","","","","","Frey, Emil, 1889-1946","","","","","","","","","","","","","","notated music","Paris","","","A. Durand","","","©1907","","","","","","","","printed materials (object genre)","AAT","","","application/pdf","8 pages of music","","","","","","","reformatted digital","","","","Piano music","Waltzes","","","D. & F. 6926 Durand","","","","","","","","","","","","","","","","","","","","","","","musc_vines_U183001443578.pdf","Catalog record: http://libraries.colorado.edu/record=b3469771~S3","b34697718","M32.F74 V3","Special Collections, Archives & Preservation, University of Colorado Boulder","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","3477","4623","musc_vines_U183001443578.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~6~6~3477~188443"
